quote_id,product,kw,unit_price,qty,subtotal_price,gross_margin_rate,convert_to_order,energy_grant_amount,competitor_a,competitor_b,competitor_c,subtotal_expected,subtotal_diff,subtotal_diff_abs,is_success,gross_profit_amount,estimated_cogs,unit_gross_profit,unit_estimated_cogs,effective_subtotal_after_grant,grant_to_subtotal_ratio,grant_to_unit_price_ratio,price_gap_vs_competitor_a,price_gap_pct_vs_competitor_a,is_cheaper_than_competitor_a,price_gap_vs_competitor_b,price_gap_pct_vs_competitor_b,is_cheaper_than_competitor_b,price_gap_vs_competitor_c,price_gap_pct_vs_competitor_c,is_cheaper_than_competitor_c,min_competitor_price,avg_competitor_price,available_competitor_count,price_gap_vs_min_competitor,price_gap_pct_vs_min_competitor,is_cheaper_than_min_competitor,effective_unit_price_after_grant,effective_gap_pct_vs_min_competitor
Q-12858,N1,75.0,1304400.0,1,1304400.0,0.6568999999999999,1,375000,760000.0,900000.0,,1304400.0,0.0,0.0,0,856860.3599999999,447539.6400000001,856860.3599999999,447539.6400000001,929400.0,0.2874885004599814,0.2874885004599814,544400.0,0.7163157894736832,0,404400.0,0.4493333333333328,0,,,,760000.0,830000.0,2,544400.0,0.7163157894736832,0,929400.0,0.22289473684210495
Q-12855,H1,37.0,292896.0,5,1464480.0,0.305,0,222000,360000.0,,,1464480.0,0.0,0.0,1,446666.39999999997,1017813.6000000001,89333.28,203562.72000000003,1242480.0,0.15158964274008513,0.7579482137004235,-67104.0,-0.18639999999999948,1,,,,,,,360000.0,360000.0,1,-67104.0,-0.18639999999999948,1,248496.0,-0.3097333333333325
Q-12855,H1,37.0,274557.6,1,274557.6,0.305,0,222000,360000.0,,,274557.6,0.0,0.0,1,83740.06799999998,190817.532,83740.06799999998,190817.532,52557.59999999998,0.8085735015166188,0.8085735015166188,-85442.40000000002,-0.2373399999999994,1,,,,,,,360000.0,360000.0,1,-85442.40000000002,-0.2373399999999994,1,52557.59999999998,-0.8540066666666644
Q-12872,H1,37.0,391392.0,1,391392.0,0.48450000000000004,1,222000,360000.0,,,391392.0,0.0,0.0,0,189629.42400000003,201762.57599999997,189629.42400000003,201762.57599999997,169392.0,0.5672062791268075,0.5672062791268075,31392.0,0.08719999999999976,0,,,,,,,360000.0,360000.0,1,31392.0,0.08719999999999976,0,169392.0,-0.5294666666666652
Q-12873,A1,15.0,247455.0,1,247455.0,0.3518,1,90000,170000.0,,,247455.0,0.0,0.0,0,87054.669,160400.331,87054.669,160400.331,157455.0,0.3637024913620644,0.3637024913620644,77455.0,0.45561764705882085,0,,,,,,,170000.0,170000.0,1,77455.0,0.45561764705882085,0,157455.0,-0.0737941176470584
Q-12874,H1,37.0,391392.0,1,391392.0,0.48450000000000004,1,222000,360000.0,,,391392.0,0.0,0.0,0,189629.42400000003,201762.57599999997,189629.42400000003,201762.57599999997,169392.0,0.5672062791268075,0.5672062791268075,31392.0,0.08719999999999976,0,,,,,,,360000.0,360000.0,1,31392.0,0.08719999999999976,0,169392.0,-0.5294666666666652
Q-12875,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-12877,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-12897,I1,22.0,264420.0,1,264420.0,0.3895,1,132000,240000.0,,,264420.0,0.0,0.0,0,102991.59,161428.41,102991.59,161428.41,132420.0,0.49920580894032035,0.49920580894032035,24420.0,0.10174999999999958,0,,,,,,,240000.0,240000.0,1,24420.0,0.10174999999999958,0,132420.0,-0.44824999999999815
Q-12895,H1,37.0,420000.0,2,840000.0,0.455,0,222000,360000.0,,,840000.0,0.0,0.0,1,382200.0,457799.99999999994,191100.0,228899.99999999997,618000.0,0.26428571428571396,0.5285714285714274,60000.0,0.1666666666666662,0,,,,,,,360000.0,360000.0,1,60000.0,0.1666666666666662,0,309000.0,-0.14166666666666627
Q-12899,I1,22.0,282672.0,1,282672.0,0.4289,1,132000,240000.0,,,282672.0,0.0,0.0,0,121238.0208,161433.97919999997,121238.0208,161433.97919999997,150672.0,0.4669723212769554,0.4669723212769554,42672.0,0.17779999999999926,0,,,,,,,240000.0,240000.0,1,42672.0,0.17779999999999926,0,150672.0,-0.3721999999999985
Q-12895,A1,15.0,265000.0,1,265000.0,0.455,0,90000,170000.0,,,265000.0,0.0,0.0,1,120575.0,144424.99999999997,120575.0,144424.99999999997,175000.0,0.3396226415094327,0.3396226415094327,95000.0,0.5588235294117615,0,,,,,,,170000.0,170000.0,1,95000.0,0.5588235294117615,0,175000.0,0.029411764705882183
Q-12907,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-12920,N1,75.0,796988.4,1,796988.4,0.4382,1,375000,760000.0,900000.0,,796988.4,0.0,0.0,0,349240.31688,447748.0831200001,349240.31688,447748.0831200001,421988.4,0.47052127734857807,0.47052127734857807,36988.40000000002,0.04866894736842101,0,-103011.59999999998,-0.11445733333333317,1,,,,760000.0,830000.0,2,36988.40000000002,0.04866894736842101,0,421988.4,-0.4447521052631572
Q-12929,Q,7.5,157040.0,1,157040.0,0.051,1,45000,130000.0,,,157040.0,0.0,0.0,0,8009.039999999999,149030.96,8009.039999999999,149030.96,112040.0,0.2865511971472218,0.2865511971472218,27040.0,0.20799999999999838,0,,,,,,,130000.0,130000.0,1,27040.0,0.20799999999999838,0,112040.0,-0.1381538461538451
Q-12930,Q,7.5,157040.0,1,157040.0,0.051,1,45000,130000.0,,,157040.0,0.0,0.0,0,8009.039999999999,149030.96,8009.039999999999,149030.96,112040.0,0.2865511971472218,0.2865511971472218,27040.0,0.20799999999999838,0,,,,,,,130000.0,130000.0,1,27040.0,0.20799999999999838,0,112040.0,-0.1381538461538451
Q-12952,I1,22.0,468000.0,1,468000.0,0.6556000000000001,1,132000,240000.0,,,468000.0,0.0,0.0,0,306820.80000000005,161179.19999999995,306820.80000000005,161179.19999999995,336000.0,0.28205128205128144,0.28205128205128144,228000.0,0.9499999999999961,0,,,,,,,240000.0,240000.0,1,228000.0,0.9499999999999961,0,336000.0,0.39999999999999836
Q-12966,A1,15.0,244620.0,1,244620.0,0.3443,1,90000,170000.0,,,244620.0,0.0,0.0,0,84222.666,160397.33399999997,84222.666,160397.33399999997,154620.0,0.36791758646063133,0.36791758646063133,74620.0,0.43894117647058567,0,,,,,,,170000.0,170000.0,1,74620.0,0.43894117647058567,0,154620.0,-0.0904705882352936
Q-12970,Q,7.5,157040.0,1,157040.0,0.051,1,45000,130000.0,,,157040.0,0.0,0.0,0,8009.039999999999,149030.96,8009.039999999999,149030.96,112040.0,0.2865511971472218,0.2865511971472218,27040.0,0.20799999999999838,0,,,,,,,130000.0,130000.0,1,27040.0,0.20799999999999838,0,112040.0,-0.1381538461538451
Q-12980,I1,22.0,282672.0,1,282672.0,0.4289,1,132000,240000.0,,,282672.0,0.0,0.0,0,121238.0208,161433.97919999997,121238.0208,161433.97919999997,150672.0,0.4669723212769554,0.4669723212769554,42672.0,0.17779999999999926,0,,,,,,,240000.0,240000.0,1,42672.0,0.17779999999999926,0,150672.0,-0.3721999999999985
Q-12987,Q,7.5,157040.0,1,157040.0,0.051,1,45000,130000.0,,,157040.0,0.0,0.0,0,8009.039999999999,149030.96,8009.039999999999,149030.96,112040.0,0.2865511971472218,0.2865511971472218,27040.0,0.20799999999999838,0,,,,,,,130000.0,130000.0,1,27040.0,0.20799999999999838,0,112040.0,-0.1381538461538451
Q-12991,N1,75.0,796988.4,1,796988.4,0.4382,1,375000,760000.0,900000.0,,796988.4,0.0,0.0,0,349240.31688,447748.0831200001,349240.31688,447748.0831200001,421988.4,0.47052127734857807,0.47052127734857807,36988.40000000002,0.04866894736842101,0,-103011.59999999998,-0.11445733333333317,1,,,,760000.0,830000.0,2,36988.40000000002,0.04866894736842101,0,421988.4,-0.4447521052631572
Q-12995,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-13014,Q,7.5,145340.0,1,145340.0,0.0067,1,45000,130000.0,,,145340.0,0.0,0.0,0,973.778,144366.22199999998,973.778,144366.22199999998,100340.0,0.3096188248245472,0.3096188248245472,15340.0,0.11799999999999909,0,,,,,,,130000.0,130000.0,1,15340.0,0.11799999999999909,0,100340.0,-0.2281538461538444
Q-13025,I1,22.0,282672.0,1,282672.0,0.4289,1,132000,240000.0,,,282672.0,0.0,0.0,0,121238.0208,161433.97919999997,121238.0208,161433.97919999997,150672.0,0.4669723212769554,0.4669723212769554,42672.0,0.17779999999999926,0,,,,,,,240000.0,240000.0,1,42672.0,0.17779999999999926,0,150672.0,-0.3721999999999985
Q-13025,I1,22.0,282672.0,1,282672.0,0.4289,1,132000,240000.0,,,282672.0,0.0,0.0,0,121238.0208,161433.97919999997,121238.0208,161433.97919999997,150672.0,0.4669723212769554,0.4669723212769554,42672.0,0.17779999999999926,0,,,,,,,240000.0,240000.0,1,42672.0,0.17779999999999926,0,150672.0,-0.3721999999999985
Q-13037,W,11.0,175160.0,1,175160.0,0.1492,1,66000,,,,175160.0,0.0,0.0,0,26133.872,149026.128,26133.872,149026.128,109160.0,0.3767983557889908,0.3767983557889908,,,,,,,,,,,,0,,,,109160.0,
Q-13066,H1,37.0,372600.0,1,372600.0,0.4585,1,222000,360000.0,,,372600.0,0.0,0.0,0,170837.1,201762.9,170837.1,201762.9,150600.0,0.5958132045088551,0.5958132045088551,12600.0,0.034999999999999906,0,,,,,,,360000.0,360000.0,1,12600.0,0.034999999999999906,0,150600.0,-0.5816666666666651
Q-13092,A1,15.0,405000.0,1,405000.0,0.607,1,90000,170000.0,,,405000.0,0.0,0.0,0,245835.0,159165.0,245835.0,159165.0,315000.0,0.22222222222222168,0.22222222222222168,235000.0,1.3823529411764626,0,,,,,,,170000.0,170000.0,1,235000.0,1.3823529411764626,0,315000.0,0.8529411764705833
Q-13103,H1,37.0,393336.0,1,393336.0,0.4518,1,222000,360000.0,,,393336.0,0.0,0.0,0,177709.20479999998,215626.79520000002,177709.20479999998,215626.79520000002,171336.0,0.5644029532003159,0.5644029532003159,33336.0,0.09259999999999975,0,,,,,,,360000.0,360000.0,1,33336.0,0.09259999999999975,0,171336.0,-0.5240666666666652
Q-13103,N1,75.0,791770.8,1,791770.8,0.4518,1,375000,760000.0,900000.0,,791770.8,0.0,0.0,0,357722.04744,434048.75256000005,357722.04744,434048.75256000005,416770.80000000005,0.4736219117956857,0.4736219117956857,31770.800000000047,0.04180368421052632,0,-108229.19999999995,-0.12025466666666647,1,,,,760000.0,830000.0,2,31770.800000000047,0.04180368421052632,0,416770.80000000005,-0.45161736842105193
Q-11375,I1,22.0,187012.8,1,187012.8,0.1368,0,132000,240000.0,,,187012.8,0.0,0.0,1,25583.351039999998,161429.44895999998,25583.351039999998,161429.44895999998,55012.79999999999,0.7058340391673689,0.7058340391673689,-52987.20000000001,-0.22077999999999914,1,,,,,,,240000.0,240000.0,1,-52987.20000000001,-0.22077999999999914,1,55012.79999999999,-0.7707799999999969
Q-13114,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-13116,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-13117,H1,37.0,387504.0,1,387504.0,0.4794,1,222000,360000.0,,,387504.0,0.0,0.0,0,185769.4176,201734.58239999998,185769.4176,201734.58239999998,165504.0,0.5728973120277453,0.5728973120277453,27504.0,0.07639999999999979,0,,,,,,,360000.0,360000.0,1,27504.0,0.07639999999999979,0,165504.0,-0.5402666666666652
Q-13126,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-12855,H1,37.0,292896.0,1,292896.0,0.305,0,222000,360000.0,,,292896.0,0.0,0.0,1,89333.28,203562.72000000003,89333.28,203562.72000000003,70896.0,0.7579482137004235,0.7579482137004235,-67104.0,-0.18639999999999948,1,,,,,,,360000.0,360000.0,1,-67104.0,-0.18639999999999948,1,70896.0,-0.8030666666666645
Q-13155,H1,37.0,393336.0,1,393336.0,0.4518,1,222000,360000.0,,,393336.0,0.0,0.0,0,177709.20479999998,215626.79520000002,177709.20479999998,215626.79520000002,171336.0,0.5644029532003159,0.5644029532003159,33336.0,0.09259999999999975,0,,,,,,,360000.0,360000.0,1,33336.0,0.09259999999999975,0,171336.0,-0.5240666666666652
Q-13155,N1,75.0,791770.8,1,791770.8,0.4518,1,375000,760000.0,900000.0,,791770.8,0.0,0.0,0,357722.04744,434048.75256000005,357722.04744,434048.75256000005,416770.80000000005,0.4736219117956857,0.4736219117956857,31770.800000000047,0.04180368421052632,0,-108229.19999999995,-0.12025466666666647,1,,,,760000.0,830000.0,2,31770.800000000047,0.04180368421052632,0,416770.80000000005,-0.45161736842105193
Q-13175,W,11.0,290000.0,1,290000.0,0.49829999999999997,1,66000,,,,290000.0,0.0,0.0,0,144507.0,145493.0,144507.0,145493.0,224000.0,0.22758620689655096,0.22758620689655096,,,,,,,,,,,,0,,,,224000.0,
Q-13189,W,11.0,162110.0,1,162110.0,0.49829999999999997,1,66000,,,,162110.0,0.0,0.0,0,80779.413,81330.587,80779.413,81330.587,96110.0,0.40713096045894515,0.40713096045894515,,,,,,,,,,,,0,,,,96110.0,
Q-13198,I1,22.0,468000.0,1,468000.0,0.6551,1,132000,240000.0,,,468000.0,0.0,0.0,0,306586.8,161413.19999999998,306586.8,161413.19999999998,336000.0,0.28205128205128144,0.28205128205128144,228000.0,0.9499999999999961,0,,,,,,,240000.0,240000.0,1,228000.0,0.9499999999999961,0,336000.0,0.39999999999999836
Q-13200,A1,15.0,242190.0,1,242190.0,0.3429,1,90000,170000.0,,,242190.0,0.0,0.0,0,83046.951,159143.049,83046.951,159143.049,152190.0,0.37160906726123966,0.37160906726123966,72190.0,0.42464705882352694,0,,,,,,,170000.0,170000.0,1,72190.0,0.42464705882352694,0,152190.0,-0.10476470588235233
Q-13202,O1,75.0,626764.2,1,626764.2,0.2638,0,375000,760000.0,900000.0,,626764.2,0.0,0.0,1,165340.39595999997,461423.80403999996,165340.39595999997,461423.80403999996,251764.19999999995,0.5983111351924686,0.5983111351924686,-133235.80000000005,-0.17531026315789455,1,-273235.80000000005,-0.30359533333333305,1,,,,760000.0,830000.0,2,-133235.80000000005,-0.17531026315789455,1,251764.19999999995,-0.6687313157894729
Q-13204,A1,15.0,242190.0,1,242190.0,0.3429,1,90000,170000.0,,,242190.0,0.0,0.0,0,83046.951,159143.049,83046.951,159143.049,152190.0,0.37160906726123966,0.37160906726123966,72190.0,0.42464705882352694,0,,,,,,,170000.0,170000.0,1,72190.0,0.42464705882352694,0,152190.0,-0.10476470588235233
Q-13206,H1,37.0,366120.0,1,366120.0,0.449,1,222000,360000.0,,,366120.0,0.0,0.0,0,164387.88,201732.11999999997,164387.88,201732.11999999997,144120.0,0.6063585709603392,0.6063585709603392,6120.0,0.016999999999999953,0,,,,,,,360000.0,360000.0,1,6120.0,0.016999999999999953,0,144120.0,-0.599666666666665
Q-13207,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-13208,I1,22.0,264420.0,1,264420.0,0.3895,1,132000,240000.0,,,264420.0,0.0,0.0,0,102991.59,161428.41,102991.59,161428.41,132420.0,0.49920580894032035,0.49920580894032035,24420.0,0.10174999999999958,0,,,,,,,240000.0,240000.0,1,24420.0,0.10174999999999958,0,132420.0,-0.44824999999999815
Q-13209,I1,22.0,468000.0,1,468000.0,0.6551,1,132000,240000.0,,,468000.0,0.0,0.0,0,306586.8,161413.19999999998,306586.8,161413.19999999998,336000.0,0.28205128205128144,0.28205128205128144,228000.0,0.9499999999999961,0,,,,,,,240000.0,240000.0,1,228000.0,0.9499999999999961,0,336000.0,0.39999999999999836
Q-13212,Q,7.5,157040.0,1,157040.0,0.051,1,45000,130000.0,,,157040.0,0.0,0.0,0,8009.039999999999,149030.96,8009.039999999999,149030.96,112040.0,0.2865511971472218,0.2865511971472218,27040.0,0.20799999999999838,0,,,,,,,130000.0,130000.0,1,27040.0,0.20799999999999838,0,112040.0,-0.1381538461538451
Q-13213,I1,22.0,279864.0,1,279864.0,0.424,1,132000,240000.0,,,279864.0,0.0,0.0,0,118662.336,161201.66400000002,118662.336,161201.66400000002,147864.0,0.4716576622931121,0.4716576622931121,39864.0,0.1660999999999993,0,,,,,,,240000.0,240000.0,1,39864.0,0.1660999999999993,0,147864.0,-0.3838999999999984
Q-13227,A1,15.0,242190.0,1,242190.0,0.3429,1,90000,170000.0,,,242190.0,0.0,0.0,0,83046.951,159143.049,83046.951,159143.049,152190.0,0.37160906726123966,0.37160906726123966,72190.0,0.42464705882352694,0,,,,,,,170000.0,170000.0,1,72190.0,0.42464705882352694,0,152190.0,-0.10476470588235233
Q-13228,A1,15.0,389000.0,1,389000.0,0.5917,0,90000,170000.0,,,389000.0,0.0,0.0,1,230171.3,158828.7,230171.3,158828.7,299000.0,0.2313624678663233,0.2313624678663233,219000.0,1.2882352941176396,0,,,,,,,170000.0,170000.0,1,219000.0,1.2882352941176396,0,299000.0,0.7588235294117602
Q-13231,I1,22.0,285948.0,1,285948.0,0.4354,1,132000,240000.0,,,285948.0,0.0,0.0,0,124501.7592,161446.2408,124501.7592,161446.2408,153948.0,0.4616223928826204,0.4616223928826204,45948.0,0.1914499999999992,0,,,,,,,240000.0,240000.0,1,45948.0,0.1914499999999992,0,153948.0,-0.35854999999999854
Q-13241,H1,37.0,648000.0,1,648000.0,0.6887000000000001,1,222000,360000.0,,,648000.0,0.0,0.0,0,446277.60000000003,201722.39999999994,446277.60000000003,201722.39999999994,426000.0,0.34259259259259206,0.34259259259259206,288000.0,0.7999999999999978,0,,,,,,,360000.0,360000.0,1,288000.0,0.7999999999999978,0,426000.0,0.18333333333333282
Q-13245,I1,22.0,468000.0,1,468000.0,0.6313,1,132000,240000.0,,,468000.0,0.0,0.0,0,295448.39999999997,172551.6,295448.39999999997,172551.6,336000.0,0.28205128205128144,0.28205128205128144,228000.0,0.9499999999999961,0,,,,,,,240000.0,240000.0,1,228000.0,0.9499999999999961,0,336000.0,0.39999999999999836
Q-13245,A1,15.0,405000.0,1,405000.0,0.6313,1,90000,170000.0,,,405000.0,0.0,0.0,0,255676.5,149323.5,255676.5,149323.5,315000.0,0.22222222222222168,0.22222222222222168,235000.0,1.3823529411764626,0,,,,,,,170000.0,170000.0,1,235000.0,1.3823529411764626,0,315000.0,0.8529411764705833
Q-13250,I1,22.0,468000.0,1,468000.0,0.6313,1,132000,240000.0,,,468000.0,0.0,0.0,0,295448.39999999997,172551.6,295448.39999999997,172551.6,336000.0,0.28205128205128144,0.28205128205128144,228000.0,0.9499999999999961,0,,,,,,,240000.0,240000.0,1,228000.0,0.9499999999999961,0,336000.0,0.39999999999999836
Q-13250,A1,15.0,405000.0,1,405000.0,0.6313,1,90000,170000.0,,,405000.0,0.0,0.0,0,255676.5,149323.5,255676.5,149323.5,315000.0,0.22222222222222168,0.22222222222222168,235000.0,1.3823529411764626,0,,,,,,,170000.0,170000.0,1,235000.0,1.3823529411764626,0,315000.0,0.8529411764705833
Q-13262,A1,15.0,252720.0,1,252720.0,0.3653,0,90000,170000.0,,,252720.0,0.0,0.0,1,92318.61600000001,160401.38400000002,92318.61600000001,160401.38400000002,162720.0,0.35612535612535473,0.35612535612535473,82720.0,0.4865882352941148,0,,,,,,,170000.0,170000.0,1,82720.0,0.4865882352941148,0,162720.0,-0.042823529411764455
Q-13271,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-13274,I1,22.0,284076.0,1,284076.0,0.43170000000000003,1,132000,240000.0,,,284076.0,0.0,0.0,0,122635.6092,161440.3908,122635.6092,161440.3908,152076.0,0.464664385586954,0.464664385586954,44076.0,0.18364999999999923,0,,,,,,,240000.0,240000.0,1,44076.0,0.18364999999999923,0,152076.0,-0.3663499999999985
Q-13275,I1,22.0,284076.0,1,284076.0,0.43170000000000003,1,132000,240000.0,,,284076.0,0.0,0.0,0,122635.6092,161440.3908,122635.6092,161440.3908,152076.0,0.464664385586954,0.464664385586954,44076.0,0.18364999999999923,0,,,,,,,240000.0,240000.0,1,44076.0,0.18364999999999923,0,152076.0,-0.3663499999999985
Q-13279,Q,7.5,157820.0,1,157820.0,0.0557,1,45000,130000.0,,,157820.0,0.0,0.0,0,8790.574,149029.426,8790.574,149029.426,112820.0,0.28513496388290277,0.28513496388290277,27820.0,0.21399999999999836,0,,,,,,,130000.0,130000.0,1,27820.0,0.21399999999999836,0,112820.0,-0.13215384615384512
Q-13283,I1,22.0,468000.0,1,468000.0,0.6551,1,132000,240000.0,,,468000.0,0.0,0.0,0,306586.8,161413.19999999998,306586.8,161413.19999999998,336000.0,0.28205128205128144,0.28205128205128144,228000.0,0.9499999999999961,0,,,,,,,240000.0,240000.0,1,228000.0,0.9499999999999961,0,336000.0,0.39999999999999836
Q-13286,I1,22.0,261612.0,1,261612.0,0.3829,1,132000,240000.0,,,261612.0,0.0,0.0,0,100171.2348,161440.7652,100171.2348,161440.7652,129612.0,0.5045640108251896,0.5045640108251896,21612.0,0.09004999999999963,0,,,,,,,240000.0,240000.0,1,21612.0,0.09004999999999963,0,129612.0,-0.4599499999999981
Q-13288,I1,22.0,468000.0,1,468000.0,0.6556000000000001,1,132000,240000.0,,,468000.0,0.0,0.0,0,306820.80000000005,161179.19999999995,306820.80000000005,161179.19999999995,336000.0,0.28205128205128144,0.28205128205128144,228000.0,0.9499999999999961,0,,,,,,,240000.0,240000.0,1,228000.0,0.9499999999999961,0,336000.0,0.39999999999999836
Q-13304,I1,22.0,279864.0,1,279864.0,0.4232,1,132000,240000.0,,,279864.0,0.0,0.0,0,118438.44480000001,161425.5552,118438.44480000001,161425.5552,147864.0,0.4716576622931121,0.4716576622931121,39864.0,0.1660999999999993,0,,,,,,,240000.0,240000.0,1,39864.0,0.1660999999999993,0,147864.0,-0.3838999999999984
Q-13349,I1,22.0,285948.0,1,285948.0,0.4354,1,132000,240000.0,,,285948.0,0.0,0.0,0,124501.7592,161446.2408,124501.7592,161446.2408,153948.0,0.4616223928826204,0.4616223928826204,45948.0,0.1914499999999992,0,,,,,,,240000.0,240000.0,1,45948.0,0.1914499999999992,0,153948.0,-0.35854999999999854
Q-13350,A1,15.0,242190.0,1,242190.0,0.33770000000000006,1,90000,170000.0,,,242190.0,0.0,0.0,0,81787.56300000001,160402.43699999998,81787.56300000001,160402.43699999998,152190.0,0.37160906726123966,0.37160906726123966,72190.0,0.42464705882352694,0,,,,,,,170000.0,170000.0,1,72190.0,0.42464705882352694,0,152190.0,-0.10476470588235233
Q-13351,A1,15.0,242190.0,1,242190.0,0.33770000000000006,0,90000,170000.0,,,242190.0,0.0,0.0,1,81787.56300000001,160402.43699999998,81787.56300000001,160402.43699999998,152190.0,0.37160906726123966,0.37160906726123966,72190.0,0.42464705882352694,0,,,,,,,170000.0,170000.0,1,72190.0,0.42464705882352694,0,152190.0,-0.10476470588235233
Q-13354,W,11.0,173420.0,1,173420.0,0.1407,1,66000,,,,173420.0,0.0,0.0,0,24400.194,149019.80599999998,24400.194,149019.80599999998,107420.0,0.38057894129857933,0.38057894129857933,,,,,,,,,,,,0,,,,107420.0,
Q-13361,D,110.0,989400.0,1,989400.0,0.3286,0,451000,,,,989400.0,0.0,0.0,1,325116.84,664283.16,325116.84,664283.16,538400.0,0.45583181726298716,0.45583181726298716,,,,,,,,,,,,0,,,,538400.0,
Q-13362,H1,37.0,395928.0,1,395928.0,0.4904,1,222000,360000.0,,,395928.0,0.0,0.0,0,194163.0912,201764.90880000003,194163.0912,201764.90880000003,173928.0,0.5607080075165167,0.5607080075165167,35928.0,0.09979999999999972,0,,,,,,,360000.0,360000.0,1,35928.0,0.09979999999999972,0,173928.0,-0.5168666666666653
Q-13366,H1,37.0,387504.0,1,387504.0,0.4782,1,222000,360000.0,,,387504.0,0.0,0.0,0,185304.4128,202199.5872,185304.4128,202199.5872,165504.0,0.5728973120277453,0.5728973120277453,27504.0,0.07639999999999979,0,,,,,,,360000.0,360000.0,1,27504.0,0.07639999999999979,0,165504.0,-0.5402666666666652
Q-13374,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,269100.0,0.0,0.0,0,107666.90999999999,161433.09000000003,107666.90999999999,161433.09000000003,137100.0,0.49052396878483656,0.49052396878483656,29100.0,0.1212499999999995,0,,,,,,,240000.0,240000.0,1,29100.0,0.1212499999999995,0,137100.0,-0.42874999999999824
Q-13385,W,11.0,163850.0,1,163850.0,0.09050000000000001,1,66000,,,,163850.0,0.0,0.0,0,14828.425000000001,149021.57499999998,14828.425000000001,149021.57499999998,97850.0,0.4028074458346024,0.4028074458346024,,,,,,,,,,,,0,,,,97850.0,
Q-13391,H1,37.0,391392.0,1,391392.0,0.48450000000000004,1,222000,360000.0,,,391392.0,0.0,0.0,0,189629.42400000003,201762.57599999997,189629.42400000003,201762.57599999997,169392.0,0.5672062791268075,0.5672062791268075,31392.0,0.08719999999999976,0,,,,,,,360000.0,360000.0,1,31392.0,0.08719999999999976,0,169392.0,-0.5294666666666652
