quote_id,product,gross_margin_rate,unit_price,qty,subtotal_price,energy_grant_amount,grant_ratio_to_subtotal,competitor_count_available,avg_competitor_price,price_gap_avg_competitor_pct,estimated_gross_profit,pricing_anomaly_score_0_100,anomaly_direction,top_local_diffi_features,local_diffi_business_explanation,success,gross_margin_rate_pct,grant_ratio_to_subtotal_pct
Q-40905,D1,0.374,2806000.0,1,2806000.0,960000,0.3421240199572345,1,2000000.0,40.3,1049444.0,82.37,Conversion risk review,product (1.0563); is_compe_c (0.0980); avg_competitor_price (0.0868); kw (0.0738); unit_price (0.0698),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90).",0,37.4,34.21
Q-11022,D1,0.3678,2778400.0,1,2778400.0,960000,0.3455226029369421,1,2000000.0,38.92,1021895.52,82.33,Conversion risk review,product (1.0493); is_compe_c (0.0980); avg_competitor_price (0.0868); kw (0.0732); unit_price (0.0697),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,778,400, above P90).",0,36.78,34.55
Q-12318,D1,0.3749,2599000.0,1,2599000.0,960000,0.3693728357060408,1,2000000.0,29.95,974365.1,82.08,Conversion risk review,product (1.0053); is_compe_c (0.1008); avg_competitor_price (0.0868); kw (0.0743); unit_price (0.0689),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,599,000, above P90).",0,37.49,36.94
Q-18426,E1,0.3657,2852000.0,1,2852000.0,960000,0.3366058906030855,1,2000000.0,42.6,1042976.4,82.06,Conversion risk review,product (1.1507); is_compe_c (0.1019); avg_competitor_price (0.0865); kw (0.0756); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,852,000, above P90).",0,36.57,33.66
Q-23681,E1,0.1043999999999999,1931000.0,1,1931000.0,960000,0.4971517348524081,1,2000000.0,-3.45,201596.4000000001,81.52,Unusual pricing pattern review,product (1.2709); is_compe_c (0.1254); avg_competitor_price (0.0767); max_competitor_price (0.0682); unit_price (0.0604),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); max_competitor_price contributes to anomaly; unit price is unusually high (1,931,000, above P90).",1,10.44,49.72
Q-21627,E1,0.3444,2806000.0,1,2806000.0,960000,0.3421240199572345,1,2000000.0,40.3,966386.4,81.41,Conversion risk review,product (1.1240); is_compe_c (0.0982); avg_competitor_price (0.0835); kw (0.0759); unit_price (0.0650),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90).",1,34.44,34.21
Q-40891,E1,0.3965999999999999,2806000.0,1,2806000.0,960000,0.3421240199572345,1,2000000.0,40.3,1112859.6,81.24,Conversion risk review,product (1.1018); is_compe_c (0.0982); avg_competitor_price (0.0830); kw (0.0720); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90).",0,39.66,34.21
Q-27045,E1,0.3965999999999999,2806000.0,1,2806000.0,960000,0.3421240199572345,1,2000000.0,40.3,1112859.6,81.24,Conversion risk review,product (1.1018); is_compe_c (0.0982); avg_competitor_price (0.0830); kw (0.0720); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90).",0,39.66,34.21
Q-27042,E1,0.3965999999999999,2806000.0,1,2806000.0,960000,0.3421240199572345,1,2000000.0,40.3,1112859.6,81.24,Conversion risk review,product (1.1018); is_compe_c (0.0982); avg_competitor_price (0.0830); kw (0.0720); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90).",0,39.66,34.21
Q-34806,E1,0.3965999999999999,2806000.0,1,2806000.0,960000,0.3421240199572345,1,2000000.0,40.3,1112859.6,81.24,Conversion risk review,product (1.1018); is_compe_c (0.0982); avg_competitor_price (0.0830); kw (0.0720); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90).",0,39.66,34.21
Q-12318,F1,0.3749,2852000.0,1,2852000.0,960000,0.3366058906030855,1,2000000.0,42.6,1069214.8,81.05,Conversion risk review,product (1.1055); is_compe_c (0.1125); avg_competitor_price (0.0862); kw (0.0754); max_competitor_price (0.0632),"product category contributes to unusual pricing pattern (F1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; max_competitor_price contributes to anomaly.",0,37.49,33.66
Q-06635,S,0.4775999999999999,1966500.0,2,3933000.0,528000,0.1342486651411136,1,1880000.0,4.6,1878400.8,80.75,Conversion risk review,product (0.9219); subtotal_price (0.0659); effective_price_after_grant (0.0654); avg_competitor_price (0.0628); competitor_a (0.0600),"product category contributes to unusual pricing pattern (S); subtotal price is unusually high (3,933,000, above P90); effective_price_after_grant is unusually high (3,405,000.0000, above P90); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly.",0,47.76,13.42
Q-06634,S,0.4775999999999999,1966500.0,2,3933000.0,528000,0.1342486651411136,1,1880000.0,4.6,1878400.8,80.75,Conversion risk review,product (0.9219); subtotal_price (0.0659); effective_price_after_grant (0.0654); avg_competitor_price (0.0628); competitor_a (0.0600),"product category contributes to unusual pricing pattern (S); subtotal price is unusually high (3,933,000, above P90); effective_price_after_grant is unusually high (3,405,000.0000, above P90); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly.",0,47.76,13.42
Q-10316,S,0.4625999999999999,1911780.0,2,3823560.0,528000,0.1380912029626839,1,1880000.0,1.69,1768778.8559999997,80.69,Conversion risk review,product (0.9329); subtotal_price (0.0657); effective_price_after_grant (0.0657); competitor_a (0.0655); avg_competitor_price (0.0621),"product category contributes to unusual pricing pattern (S); subtotal price is unusually high (3,823,560, above P90); effective_price_after_grant is unusually high (3,295,560.0000, above P90); competitor_a contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90).",0,46.26,13.81
Q-10309,U,0.3268,1542420.0,2,3084840.0,528000,0.1711596063329054,1,1880000.0,-17.96,1008125.7119999998,80.68,Unusual pricing pattern review,product (1.2440); competitor_a (0.0654); estimated_cost (0.0620); subtotal_price (0.0615); avg_competitor_price (0.0539),"product category contributes to unusual pricing pattern (U); competitor_a contributes to anomaly; estimated_cost is unusually high (2,076,714.2880, above P90); subtotal price is unusually high (3,084,840, above P90); avg_competitor_price is unusually high (1,880,000.0000, above P90).",1,32.68,17.12
Q-38953,C1,0.1202,1172500.0,1,1172500.0,768000,0.6550106609808103,1,2100000.0,-44.17,140934.5,80.53,Unusual pricing pattern review,product (1.3836); competitor_c (0.3417); is_compe_c (0.1390); avg_competitor_price (0.0958); max_competitor_price (0.0697),"product category contributes to unusual pricing pattern (C1); competitor_c contributes to anomaly; is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,100,000.0000, above P90); max_competitor_price contributes to anomaly.",1,12.02,65.5
Q-08241,T,0.1746,1431270.0,2,2862540.0,528000,0.1844515709824142,1,1880000.0,-23.87,499799.4839999997,80.34,Unusual pricing pattern review,product (1.2728); subtotal_price (0.0673); avg_competitor_price (0.0663); competitor_a (0.0655); estimated_cost (0.0617),"product category contributes to unusual pricing pattern (T); subtotal price is unusually high (2,862,540, above P90); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; estimated_cost is unusually high (2,362,740.5160, above P90).",0,17.46,18.45
Q-21516,T,0.1869,1431270.0,2,2862540.0,528000,0.1844515709824142,1,1880000.0,-23.87,535008.7260000003,80.17,Unusual pricing pattern review,product (1.2728); subtotal_price (0.0694); avg_competitor_price (0.0663); competitor_a (0.0655); estimated_cost (0.0617),"product category contributes to unusual pricing pattern (T); subtotal price is unusually high (2,862,540, above P90); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; estimated_cost is unusually high (2,327,531.2740, above P90).",1,18.69,18.45
Q-45210,Y,0.4871,2610800.0,4,10443200.0,720000,0.0689443848628772,0,,,5086882.720000001,80.11,Information gap review,product (1.0800); estimated_cost (0.1010); effective_price_after_grant (0.0947); subtotal_price (0.0906); estimated_gross_profit (0.0770),"product category contributes to unusual pricing pattern (Y); estimated_cost is unusually high (5,356,317.2800, above P90); effective_price_after_grant is unusually high (9,723,200.0000, above P90); subtotal price is unusually high (10,443,200, above P90); estimated gross profit is unusually high (5,086,883, above P90).",1,48.71,6.89
Q-11679,E1,0.3413,2571400.0,1,2571400.0,960000,0.3733374815275725,1,2000000.0,28.57,877618.8200000001,79.94,Conversion risk review,product (1.0481); is_compe_c (0.0996); avg_competitor_price (0.0807); kw (0.0705); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,571,400, above P90).",0,34.13,37.33
Q-42235,C1,0.1508,1289500.0,1,1289500.0,768000,0.5955796820473052,1,2100000.0,-38.6,194456.6000000001,79.88,Unusual pricing pattern review,product (1.3290); competitor_c (0.3417); is_compe_c (0.1390); avg_competitor_price (0.0948); max_competitor_price (0.0673),"product category contributes to unusual pricing pattern (C1); competitor_c contributes to anomaly; is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,100,000.0000, above P90); max_competitor_price contributes to anomaly.",1,15.08,59.56
Q-20425,E1,0.2603,2490000.0,1,2490000.0,960000,0.3855421686746988,1,2000000.0,24.5,648147.0,79.87,Conversion risk review,product (1.0897); is_compe_c (0.1000); avg_competitor_price (0.0784); kw (0.0740); unit_price (0.0662),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,490,000, above P90).",1,26.03,38.55
Q-29754,U,0.2285,1315678.0,2,2631356.0,528000,0.2006569996610112,1,1880000.0,-30.02,601264.8460000001,79.36,Unusual pricing pattern review,product (1.2175); competitor_a (0.0648); price_gap_avg_competitor (0.0598); subtotal_price (0.0562); estimated_cost (0.0545),"product category contributes to unusual pricing pattern (U); competitor_a contributes to anomaly; price_gap_avg_competitor contributes to anomaly; subtotal price is unusually high (2,631,356, above P90); estimated_cost is unusually high (2,030,091.1540, above P90).",1,22.85,20.07
Q-18368,U,0.1871999999999999,1282158.0,2,2564316.0,528000,0.2059028606458798,1,1880000.0,-31.8,480039.9552000002,79.3,Unusual pricing pattern review,product (1.2187); competitor_a (0.0654); price_gap_avg_competitor (0.0643); estimated_cost (0.0601); price_gap_min_competitor (0.0595),"product category contributes to unusual pricing pattern (U); competitor_a contributes to anomaly; price_gap_avg_competitor contributes to anomaly; estimated_cost is unusually high (2,084,276.0448, above P90); price_gap_min_competitor contributes to anomaly.",1,18.72,20.59
Q-42452,C1,0.4763,1217460.0,1,1217460.0,768000,0.6308215464984476,1,2100000.0,-42.03,579876.198,78.07,Opportunity review,product (1.2989); competitor_c (0.3417); is_compe_c (0.1286); avg_competitor_price (0.0969); max_competitor_price (0.0702),"product category contributes to unusual pricing pattern (C1); competitor_c contributes to anomaly; is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,100,000.0000, above P90); max_competitor_price contributes to anomaly.",1,47.63,63.08
Q-24180,J1,0.135,495811.0,6,2974866.0,181500,0.0610111514266525,1,620000.0,-20.03,401606.91000000015,77.65,Unusual pricing pattern review,product (0.7963); estimated_cost (0.0818); effective_price_after_grant (0.0698); subtotal_price (0.0676); qty (0.0563),"product category contributes to unusual pricing pattern (J1); estimated_cost is unusually high (2,573,259.0900, above P90); effective_price_after_grant is unusually high (2,793,366.0000, above P90); subtotal price is unusually high (2,974,866, above P90); qty is unusually high (6.0000, above P90).",1,13.5,6.1
Q-34127,G,0.2825,1592200.0,6,9553200.0,615000,0.0643763346313277,0,,,2698779.0,76.88,Information gap review,product (1.0052); estimated_cost (0.0984); effective_price_after_grant (0.0956); subtotal_price (0.0860); estimated_gross_profit (0.0668),"product category contributes to unusual pricing pattern (G); estimated_cost is unusually high (6,854,421.0000, above P90); effective_price_after_grant is unusually high (8,938,200.0000, above P90); subtotal price is unusually high (9,553,200, above P90); estimated gross profit is unusually high (2,698,779, above P90).",1,28.25,6.44
Q-25054,G1,0.4271999999999999,2806000.0,1,2806000.0,960000,0.3421240199572345,1,2000000.0,40.3,1198723.2,76.87,Conversion risk review,product (0.8740); is_compe_c (0.0976); avg_competitor_price (0.0807); kw (0.0690); unit_price (0.0624),"product category contributes to unusual pricing pattern (G1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90).",1,42.72,34.21
Q-10220,S,-0.0733,1012278.0,1,1012278.0,528000,0.521595846200352,1,1880000.0,-46.16,-74199.97739999997,75.28,Profitability risk review,product (0.9822); gross_margin_rate (0.0703); price_gap_avg_competitor (0.0674); price_gap_min_competitor (0.0588); avg_competitor_price (0.0566),"product category contributes to unusual pricing pattern (S); GMR is negative (-7.3%); price_gap_avg_competitor contributes to anomaly; price_gap_min_competitor contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90).",1,-7.33,52.16
Q-34127,Z,0.2825,1912200.0,4,7648800.0,720000,0.094132412927518,0,,,2160786.0,74.84,Information gap review,product (0.9578); estimated_cost (0.0945); subtotal_price (0.0802); effective_price_after_grant (0.0764); qty (0.0585),"product category contributes to unusual pricing pattern (Z); estimated_cost is unusually high (5,488,014.0000, above P90); subtotal price is unusually high (7,648,800, above P90); effective_price_after_grant is unusually high (6,928,800.0000, above P90); qty is unusually high (4.0000, above P90).",1,28.25,9.41
Q-37149,F1,0.2539,2172700.0,1,2172700.0,960000,0.4418465503751093,1,2000000.0,8.64,551648.53,74.37,Unusual pricing pattern review,product (0.9435); is_compe_c (0.1132); avg_competitor_price (0.0794); kw (0.0653); unit_price (0.0578),"product category contributes to unusual pricing pattern (F1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,172,700, above P90).",1,25.39,44.18
Q-30876,Y,0.259,1861240.0,4,7444960.0,720000,0.0967097204014528,0,,,1928244.64,74.35,Information gap review,product (0.8729); estimated_cost (0.0996); subtotal_price (0.0807); effective_price_after_grant (0.0722); qty (0.0580),"product category contributes to unusual pricing pattern (Y); estimated_cost is unusually high (5,516,715.3600, above P90); subtotal price is unusually high (7,444,960, above P90); effective_price_after_grant is unusually high (6,724,960.0000, above P90); qty is unusually high (4.0000, above P90).",0,25.9,9.67
Q-02428,S,0.4135,1141900.0,1,1141900.0,528000,0.4623872493213066,1,1880000.0,-39.26,472175.65,72.96,Unusual pricing pattern review,product (0.9576); price_gap_avg_competitor (0.0688); avg_competitor_price (0.0566); price_gap_min_competitor (0.0565); competitor_a (0.0548),"product category contributes to unusual pricing pattern (S); price_gap_avg_competitor contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90); price_gap_min_competitor contributes to anomaly; competitor_a contributes to anomaly.",1,41.35,46.24
Q-21516,T,0.1869,1431270.0,1,1431270.0,528000,0.3689031419648284,1,1880000.0,-23.87,267504.3630000001,72.91,Unusual pricing pattern review,product (1.1072); price_order (0.0598); avg_competitor_price (0.0564); price_gap_avg_competitor (0.0499); competitor_a (0.0481),"product category contributes to unusual pricing pattern (T); price_order contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90); price_gap_avg_competitor contributes to anomaly; competitor_a contributes to anomaly.",1,18.69,36.89
Q-45088,S,0.5995,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1537717.5,72.82,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0439),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,59.95,20.58
Q-18376,S,0.5995,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1537717.5,72.82,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0439),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,59.95,20.58
Q-29938,S,0.6,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1539000.0,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.0,20.58
Q-29940,S,0.6,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1539000.0,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.0,20.58
Q-20212,S,0.6,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1539000.0,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.0,20.58
Q-39904,S,0.6,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1539000.0,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.0,20.58
Q-36313,S,0.6,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1539000.0,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.0,20.58
Q-20199,S,0.6,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1539000.0,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.0,20.58
Q-29936,S,0.6,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1539000.0,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.0,20.58
Q-45479,S,0.6006,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1540539.0,72.58,High conversion risk review,product (0.7022); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.06,20.58
Q-44609,S,0.6006,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1540539.0,72.58,High conversion risk review,product (0.7022); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.06,20.58
Q-42412,S,0.6006,2565000.0,1,2565000.0,528000,0.2058479532163742,1,1880000.0,36.44,1540539.0,72.58,High conversion risk review,product (0.7022); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90).",0,60.06,20.58
Q-32007,U,0.2829,1472681.0,1,1472681.0,528000,0.3585297834357882,1,1880000.0,-21.67,416621.4549,72.36,Unusual pricing pattern review,product (1.0828); competitor_a (0.0530); avg_competitor_price (0.0493); price_gap_avg_competitor (0.0483); max_competitor_price (0.0476),"product category contributes to unusual pricing pattern (U); competitor_a contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90); price_gap_avg_competitor contributes to anomaly; max_competitor_price contributes to anomaly.",1,28.29,35.85
