model,fold,tn,fp,fn,tp,accuracy,precision,recall,f1_score,brier_score,roc_auc,pr_auc,log_loss
SimpleNeuralNetwork_MLPClassifier,1,725,16,82,144,0.8986556359875905,0.9,0.6371681415929203,0.7461139896373057,0.08765576016415606,0.8879951751400285,0.8032204222713943,0.30689528977899266
SimpleNeuralNetwork_MLPClassifier,2,734,9,93,131,0.8945191313340227,0.9357142857142857,0.5848214285714286,0.7197802197802198,0.08242882945235766,0.9090529465487407,0.8418738774393878,0.28975046380426567
SimpleNeuralNetwork_MLPClassifier,3,734,10,100,123,0.8862461220268872,0.924812030075188,0.5515695067264574,0.6910112359550562,0.08996463895167366,0.8912525917353779,0.806277276508485,0.30009313117922815
SimpleNeuralNetwork_MLPClassifier,4,724,18,80,144,0.8985507246376812,0.8888888888888888,0.6428571428571429,0.7461139896373057,0.08695469032468164,0.890967943781286,0.8131130872209497,0.30027437529328604
SimpleNeuralNetwork_MLPClassifier,5,723,18,93,132,0.8850931677018633,0.88,0.5866666666666667,0.704,0.09155597884290241,0.8801769380716749,0.7961035533179943,0.3118775345363837
